distance_km,prep_time,active_orders,available_riders,traffic,weather,demand,time_hour,expected_eta,actual_delivery_time,delay_minutes,delayed
4.91,14,12,6,Medium,Clear,High,11,40.64,54.41,13.77,1
8.89,22,11,3,Low,Clear,Medium,14,64.56,77.81,13.25,1
6.86,28,1,2,Low,Clear,Medium,19,62.44,69.25,6.81,0
11.27,23,0,11,Medium,Clear,High,11,75.08,89.36,14.28,0
9.47,11,2,8,Low,Clear,Medium,19,55.88,58.89,3.01,0
6.01,26,12,2,High,Clear,Low,21,57.04,75.37,18.33,1
4.83,28,15,7,High,Clear,Low,11,54.32,69.76,15.44,1
11.85,8,12,4,Medium,Clear,Medium,10,62.4,77.84,15.44,1
8.75,10,28,2,Low,Rain,Low,22,52.0,67.45,15.45,1
11.44,25,6,6,Low,Clear,Low,22,77.76,81.29,3.53,0
1.86,8,11,9,High,Rain,High,20,22.44,42.8,20.36,1
10.28,32,7,1,Medium,Clear,Medium,17,80.12,95.46,15.34,0
7.83,8,8,4,Medium,Clear,Medium,9,46.32,54.22,7.9,0
1.9,35,17,11,Medium,Clear,Low,21,49.6,55.97,6.37,0
7.26,25,9,5,Low,Storm,Medium,10,61.04,74.97,13.93,1
8.39,18,9,2,Low,Clear,Medium,10,58.56,69.78,11.22,0
0.64,13,20,5,Medium,Clear,Medium,18,22.56,37.01,14.45,1
5.72,15,24,8,Medium,Rain,Medium,13,44.88,63.79,18.91,1
9.99,28,6,11,Low,Rain,Medium,21,74.96,81.89,6.93,0
3.9,28,3,7,Medium,Clear,Low,21,50.6,53.84,3.24,0
5.77,11,7,1,Medium,Rain,Low,20,41.08,59.8,18.72,1
5.59,21,17,9,Low,Clear,Medium,20,50.36,59.29,8.93,0
3.97,35,28,9,Low,Clear,Low,16,57.88,64.36,6.48,0
11.06,12,4,8,Medium,Clear,Low,21,63.24,69.45,6.21,0
9.48,26,1,10,Medium,Storm,Low,21,70.92,84.22,13.3,0
1.77,10,15,9,High,Clear,High,12,24.08,42.1,18.02,1
11.97,30,29,3,Low,Rain,Medium,14,84.88,98.24,13.36,0
10.61,10,16,5,High,Clear,Medium,17,59.44,75.54,16.1,1
3.76,14,27,6,Medium,Clear,Medium,20,36.04,48.04,12.0,1
10.12,19,19,6,Medium,Clear,Medium,13,66.48,77.83,11.35,0
1.72,16,0,8,Low,Rain,Low,11,29.88,32.62,2.74,0
11.99,10,12,8,Low,Rain,Medium,12,64.96,69.95,4.99,0
8.16,24,23,2,Medium,Rain,Medium,19,63.64,80.02,16.38,1
7.98,5,15,7,Low,Rain,Medium,15,43.92,54.39,10.47,1
1.54,35,5,1,Low,Clear,Low,11,48.16,55.83,7.67,0
10.82,6,5,6,High,Storm,High,18,56.28,81.82,25.54,1
0.83,15,19,5,Low,Clear,Medium,17,25.32,31.0,5.68,1
3.27,33,13,3,High,Clear,Low,15,53.08,67.85,14.77,1
2.14,9,17,11,Medium,Clear,High,17,24.56,37.08,12.52,1
9.43,7,11,3,Medium,Clear,Low,11,51.72,63.96,12.24,1
2.78,28,10,1,Low,Clear,Low,10,46.12,55.64,9.52,1
10.97,7,19,4,Medium,Clear,Low,20,57.88,68.95,11.07,0
8.05,32,0,9,Medium,Clear,High,18,71.2,83.74,12.54,0
0.92,18,13,1,High,Rain,Low,22,28.68,52.91,24.23,1
0.56,31,11,6,Low,Rain,Medium,22,40.24,50.04,9.8,1
1.09,12,23,5,Low,Clear,Medium,13,23.36,30.99,7.63,1
7.47,9,21,10,High,Storm,Medium,14,45.88,73.81,27.93,1
9.72,34,12,1,Low,Clear,Medium,20,79.88,94.93,15.05,0
3.24,28,7,1,Medium,Clear,Low,8,47.96,63.27,15.31,1
10.27,33,7,7,Low,Rain,Medium,20,81.08,86.6,5.52,0
1.16,14,6,2,Low,Clear,Medium,10,25.64,36.37,10.73,1
9.71,17,8,8,Medium,Rain,Medium,11,62.84,70.77,7.93,0
11.17,22,22,4,Medium,Clear,Low,15,73.68,86.88,13.2,0
9.38,18,1,7,Medium,Clear,Medium,18,62.52,68.47,5.95,0
8.53,12,0,1,Medium,Clear,Medium,13,53.12,67.15,14.03,1
10.14,16,16,8,Medium,Storm,Medium,22,63.56,79.03,15.47,1
0.96,23,6,6,High,Clear,Medium,19,33.84,47.97,14.13,1
2.82,6,24,1,Low,Clear,Medium,19,24.28,39.54,15.26,1
1.94,15,22,3,Low,Clear,Medium,19,29.76,44.81,15.05,1
6.3,14,23,1,Low,Clear,Low,8,46.2,60.52,14.32,1
9.07,7,13,1,Medium,Clear,Medium,20,50.28,66.85,16.57,1
7.75,8,13,8,Low,Rain,Low,17,46.0,48.27,2.27,0
10.29,20,12,5,Medium,Clear,Low,10,68.16,69.99,1.83,0
2.28,8,5,9,Low,Clear,Low,19,24.12,23.07,-1.05,0
8.95,15,17,3,Medium,Clear,Low,9,57.8,66.54,8.74,0
2.72,22,25,8,Medium,Clear,Medium,17,39.88,52.58,12.7,1
3.61,32,7,7,Medium,Rain,Medium,16,53.44,64.55,11.11,1
8.66,8,1,8,Medium,Rain,Medium,8,49.64,59.87,10.23,1
11.77,18,16,10,Low,Clear,Medium,13,72.08,76.38,4.3,0
7.53,8,11,8,Medium,Clear,Medium,9,45.12,54.62,9.5,1
1.13,18,23,9,Low,Clear,Medium,22,29.52,34.28,4.76,0
7.59,19,25,9,Medium,Rain,High,20,56.36,75.18,18.82,1
0.99,29,28,5,Low,Storm,High,22,39.96,62.22,22.26,1
10.67,18,11,8,Low,Rain,High,15,67.68,79.15,11.47,0
8.66,34,27,10,Low,Clear,High,12,75.64,88.93,13.29,0
2.49,9,3,9,Medium,Clear,High,22,25.96,33.61,7.65,1
1.55,6,11,7,High,Storm,Medium,12,19.2,38.29,19.09,1
2.61,5,7,1,Low,Clear,Medium,14,22.44,35.49,13.05,1
11.77,16,27,5,Low,Clear,Medium,10,70.08,80.57,10.49,0
5.77,10,18,1,Low,Rain,Low,20,40.08,54.2,14.12,1
9.52,7,10,2,High,Rain,Medium,9,52.08,80.37,28.29,1
7.82,12,4,4,Medium,Clear,High,8,50.28,61.19,10.91,1
7.08,35,23,6,Low,Clear,Medium,20,70.32,76.56,6.24,0
2.17,29,19,6,Medium,Rain,Low,20,44.68,55.76,11.08,1
11.38,5,25,10,Medium,Clear,Medium,20,57.52,70.45,12.93,1
3.97,33,13,9,Medium,Rain,Low,20,55.88,64.31,8.43,0
7.15,11,4,5,Medium,Clear,Medium,10,46.6,52.28,5.68,0
8.55,17,10,4,Medium,Rain,Medium,13,58.2,73.44,15.24,1
7.97,15,18,8,Medium,Rain,Medium,19,53.88,67.75,13.87,1
11.32,17,7,4,Low,Clear,Medium,12,69.28,74.99,5.71,0
2.21,28,2,10,Low,Clear,Low,19,43.84,45.24,1.4,0
6.35,27,24,9,Low,Clear,Medium,21,59.4,66.93,7.53,0
5.15,23,15,8,Low,Rain,Low,22,50.6,56.32,5.72,0
5.95,24,11,3,Low,Clear,Medium,19,54.8,63.65,8.85,0
1.87,27,16,7,Medium,Clear,Medium,19,41.48,50.04,8.56,1
2.04,10,22,10,Medium,Rain,Low,16,25.16,34.71,9.55,1
3.7,17,0,1,Low,Rain,High,9,38.8,55.75,16.95,1
4.0,8,13,2,Low,Rain,Medium,14,31.0,45.66,14.66,1
5.42,26,7,6,Medium,Clear,Low,22,54.68,56.34,1.66,0
7.53,18,2,4,Medium,Storm,Medium,21,55.12,74.41,19.29,1
7.8,24,1,8,Low,Rain,Low,11,62.2,65.44,3.24,0
5.24,22,13,5,Medium,Clear,Low,19,49.96,54.43,4.47,0
5.2,13,16,11,Low,Storm,High,12,40.8,62.23,21.43,1
3.0,9,15,4,Low,Clear,Medium,14,28.0,36.08,8.08,1
7.27,35,23,4,Medium,Rain,Medium,17,71.08,85.01,13.93,0
4.15,14,13,1,Medium,Rain,Medium,15,37.6,61.34,23.74,1
0.91,8,17,3,Low,Clear,High,17,18.64,35.75,17.11,1
5.31,14,24,3,Medium,Clear,High,9,42.24,60.22,17.98,1
5.95,32,19,9,High,Clear,Low,12,62.8,75.95,13.15,1
3.09,13,27,4,Low,Clear,Low,20,32.36,38.84,6.48,1
7.08,35,6,3,Medium,Clear,Medium,17,70.32,78.74,8.42,0
7.01,19,23,4,Low,Rain,Medium,20,54.04,67.29,13.25,1
8.57,31,20,7,Medium,Clear,Medium,22,72.28,84.97,12.69,0
7.95,25,17,9,Low,Clear,Low,13,63.8,68.51,4.71,0
8.0,6,0,11,Low,Clear,Medium,11,45.0,48.07,3.07,0
4.14,20,16,1,Low,Clear,Low,12,43.56,56.64,13.08,1
9.56,17,25,10,Medium,Clear,Medium,16,62.24,71.97,9.73,0
6.82,11,19,5,Low,Clear,Medium,11,45.28,55.72,10.44,1
5.46,22,0,9,High,Clear,Low,13,50.84,59.3,8.46,0
7.7,8,8,1,Low,Clear,High,10,45.8,61.08,15.28,1
4.65,26,17,7,Medium,Rain,Medium,13,51.6,63.85,12.25,1
6.4,30,24,11,Medium,Clear,Medium,22,62.6,73.1,10.5,0
8.97,7,13,1,Low,Clear,High,14,49.88,67.09,17.21,1
10.69,19,25,9,Medium,Rain,Low,19,68.76,80.3,11.54,0
11.09,25,23,2,Medium,Storm,Low,14,76.36,99.22,22.86,1
6.29,6,8,11,Medium,Clear,Low,14,38.16,42.12,3.96,0
6.48,17,5,9,Low,Rain,Low,17,49.92,54.25,4.33,0
9.7,13,27,11,Medium,Rain,High,9,58.8,76.02,17.22,1
4.12,6,17,10,Medium,Rain,High,13,29.48,48.34,18.86,1
10.13,29,25,4,Low,Clear,Medium,10,76.52,87.96,11.44,0
6.18,18,27,5,Medium,Clear,Medium,10,49.72,62.11,12.39,1
1.83,28,12,8,Low,Clear,High,18,42.32,50.42,8.1,0
1.33,23,1,2,Medium,Rain,Low,10,35.32,49.14,13.82,1
10.18,32,27,4,Medium,Rain,Low,11,79.72,92.34,12.62,0
1.14,35,17,2,High,Clear,High,16,46.56,73.03,26.47,1
3.73,23,3,10,Low,Clear,Medium,13,44.92,48.22,3.3,0
4.34,15,15,3,Low,Clear,Low,9,39.36,51.62,12.26,1
2.49,18,0,5,Low,Clear,Medium,22,34.96,35.51,0.55,0
4.11,30,8,5,Medium,Rain,Low,21,53.44,56.71,3.27,0
9.04,18,10,5,Low,Clear,Medium,16,61.16,64.88,3.72,0
0.67,21,13,9,Low,Clear,Medium,15,30.68,32.85,2.17,0
10.01,11,16,11,Low,Clear,Low,20,58.04,59.79,1.75,0
10.35,35,25,7,High,Rain,Medium,22,83.4,101.8,18.4,1
4.78,25,10,10,Low,Rain,Medium,9,51.12,57.31,6.19,0
2.27,15,22,2,Medium,Clear,Medium,9,31.08,46.35,15.27,1
7.41,23,28,11,Low,Clear,Medium,12,59.64,70.17,10.53,0
1.88,17,22,2,Low,Rain,Medium,12,31.52,47.82,16.3,1
4.7,9,7,1,Low,Rain,Low,21,34.8,49.35,14.55,1
11.52,32,20,1,Low,Clear,Low,15,85.08,97.16,12.08,0
11.95,32,8,3,Medium,Clear,Medium,20,86.8,101.26,14.46,0
9.38,30,14,10,Low,Clear,Medium,18,74.52,79.72,5.2,0
4.08,16,19,4,Low,Clear,Low,18,39.32,48.31,8.99,1
8.41,12,8,9,Low,Clear,High,22,52.64,62.18,9.54,0
8.61,6,0,5,Low,Storm,High,16,47.44,60.88,13.44,1
4.96,27,25,2,Low,Clear,Low,19,53.84,66.08,12.24,1
7.87,15,21,6,Low,Rain,Low,12,53.48,60.73,7.25,0
0.62,32,3,3,Low,Clear,Medium,11,41.48,48.67,7.19,0
2.9,31,11,4,Medium,Clear,Low,16,49.6,57.99,8.39,0
6.54,8,7,6,High,Clear,High,21,41.16,61.06,19.9,1
2.38,33,29,9,Medium,Clear,Medium,8,49.52,58.08,8.56,0
2.41,9,28,7,Low,Rain,Low,15,25.64,33.54,7.9,1
10.12,20,20,3,High,Clear,Medium,11,67.48,89.85,22.37,1
11.88,19,13,8,High,Clear,Low,21,73.52,86.62,13.1,0
6.89,34,1,8,Medium,Rain,Medium,15,68.56,76.51,7.95,0
10.15,25,7,3,Low,Clear,Low,8,72.6,73.26,0.66,0
11.89,32,2,10,Medium,Clear,High,8,86.56,101.36,14.8,0
2.13,23,23,10,High,Rain,Medium,17,38.52,58.75,20.23,1
5.65,30,2,7,Medium,Clear,High,11,59.6,74.03,14.43,1
5.01,31,20,4,Medium,Clear,Low,8,58.04,69.63,11.59,0
1.42,31,28,4,Medium,Clear,Medium,10,43.68,56.69,13.01,1
9.19,17,9,5,High,Clear,High,10,60.76,74.56,13.8,1
5.49,16,20,3,Low,Clear,Medium,13,44.96,55.04,10.08,1
5.9,35,26,4,Low,Rain,Medium,18,65.6,78.73,13.13,1
2.23,28,12,2,Medium,Clear,High,20,43.92,64.22,20.3,1
2.58,33,13,2,Low,Storm,Medium,15,50.32,67.7,17.38,1
10.93,22,6,9,Low,Clear,High,22,72.72,81.28,8.56,0
1.01,33,12,2,Low,Clear,Medium,19,44.04,55.8,11.76,1
3.18,27,26,6,Low,Clear,Medium,10,46.72,56.89,10.17,1
3.86,28,19,5,Low,Clear,Medium,19,50.44,56.63,6.19,0
6.14,10,6,1,Medium,Clear,Medium,11,41.56,58.65,17.09,1
7.24,22,15,10,Low,Rain,Low,22,57.96,64.54,6.58,0
6.17,27,21,11,Medium,Rain,High,20,58.68,78.63,19.95,1
1.47,28,2,8,Low,Rain,Medium,8,40.88,45.64,4.76,0
3.3,34,22,8,High,Clear,Medium,10,54.2,65.46,11.26,1
10.2,15,6,3,Medium,Rain,High,14,62.8,81.53,18.73,1
7.83,14,8,10,High,Clear,Medium,19,52.32,66.46,14.14,1
7.97,35,12,9,Low,Rain,Low,16,73.88,76.96,3.08,0
8.21,35,15,5,Low,Rain,Medium,9,74.84,80.82,5.98,0
9.27,10,27,8,Medium,Clear,Medium,17,54.08,65.33,11.25,1
1.17,16,6,11,Medium,Clear,Low,17,27.68,32.65,4.97,0
4.72,34,7,7,Low,Rain,Low,21,59.88,64.47,4.59,0
6.7,11,11,3,Medium,Clear,Medium,11,44.8,53.43,8.63,0
4.39,29,25,4,Medium,Clear,Medium,8,53.56,64.05,10.49,0
10.21,8,28,3,Low,Storm,High,19,55.84,82.7,26.86,1
6.05,10,13,4,Medium,Clear,Medium,18,41.2,52.42,11.22,1
9.34,29,20,10,Low,Clear,Medium,15,73.36,80.36,7.0,0
10.3,23,27,3,Low,Clear,Low,18,71.2,77.93,6.73,0
6.31,22,25,10,High,Rain,High,10,54.24,79.23,24.99,1
10.96,31,20,4,Medium,Clear,High,9,81.84,98.09,16.25,0
7.25,14,16,6,Medium,Clear,High,14,50.0,62.96,12.96,1
10.28,20,29,6,Medium,Clear,Medium,21,68.12,78.0,9.88,0
4.42,23,7,2,High,Storm,Low,15,47.68,71.34,23.66,1
6.24,27,10,3,Low,Rain,Medium,17,58.96,74.9,15.94,1
6.61,15,21,4,Low,Clear,Medium,22,48.44,56.94,8.5,0
1.71,24,0,1,Low,Storm,Medium,12,37.84,58.42,20.58,1
5.08,18,15,9,Medium,Clear,Low,15,45.32,51.93,6.61,0
11.05,21,25,7,Medium,Storm,Low,18,72.2,88.58,16.38,1
7.75,31,5,10,Medium,Clear,Medium,10,69.0,75.73,6.73,0
2.54,17,24,10,Low,Clear,High,14,34.16,48.65,14.49,1
4.4,25,12,4,Low,Rain,Medium,16,49.6,60.75,11.15,1
2.7,34,25,9,High,Clear,Medium,12,51.8,68.22,16.42,1
0.79,28,19,1,Medium,Clear,Low,11,38.16,53.17,15.01,1
11.17,35,4,5,Low,Rain,Medium,14,86.68,95.63,8.95,0
5.65,23,22,8,Medium,Clear,Medium,21,52.6,58.32,5.72,0
4.04,13,1,6,Medium,Clear,Low,14,36.16,40.98,4.82,0
7.38,35,7,9,Medium,Clear,Medium,20,71.52,81.0,9.48,0
0.58,24,26,10,Low,Clear,Low,18,33.32,37.02,3.7,0
3.7,12,26,5,Medium,Clear,High,9,33.8,50.31,16.51,1
8.58,14,1,4,Low,Clear,High,21,55.32,65.52,10.2,0
7.79,13,11,7,Low,Clear,Low,16,51.16,50.9,-0.26,0
11.79,30,2,10,Medium,Rain,Medium,16,84.16,96.24,12.08,0
7.63,7,8,11,Low,Clear,Medium,18,44.52,49.71,5.19,0
5.99,27,29,9,Low,Clear,Low,8,57.96,63.45,5.49,0
9.26,22,5,3,Low,Clear,Medium,11,66.04,74.25,8.21,0
10.89,7,19,3,Low,Clear,Medium,19,57.56,69.77,12.21,1
8.79,24,24,7,Medium,Clear,Medium,17,66.16,82.59,16.43,1
11.58,28,26,5,Low,Clear,Low,13,81.32,87.74,6.42,0
9.49,27,10,7,Medium,Clear,Medium,14,71.96,82.58,10.62,0
10.47,21,20,11,High,Clear,Low,17,69.88,84.27,14.39,1
1.81,15,14,7,Low,Clear,Low,15,29.24,35.84,6.6,1
8.92,10,3,4,Medium,Clear,Low,14,52.68,56.35,3.67,0
5.56,5,6,10,Low,Rain,Low,16,34.24,34.97,0.73,0
6.86,16,22,5,Low,Rain,Medium,12,50.44,61.15,10.71,1
8.02,24,20,7,Low,Rain,Medium,16,63.08,74.4,11.32,0
11.65,6,15,2,Low,Clear,Medium,18,59.6,66.45,6.85,0
11.82,35,23,6,Low,Clear,Medium,18,89.28,96.87,7.59,0
3.81,23,20,5,Low,Clear,Low,17,45.24,48.88,3.64,0
8.94,14,10,2,Medium,Clear,High,14,56.76,77.25,20.49,1
9.12,34,8,3,Medium,Clear,High,17,77.48,94.94,17.46,1
4.48,10,28,8,High,Clear,Low,18,34.92,46.9,11.98,1
1.92,34,29,2,Medium,Clear,Medium,12,48.68,65.32,16.64,1
0.97,13,0,2,Medium,Clear,Low,15,23.88,32.27,8.39,1
9.44,16,23,1,Low,Clear,High,18,60.76,81.84,21.08,1
6.13,18,3,1,Medium,Clear,Medium,17,49.52,65.87,16.35,1
11.83,35,25,5,Low,Clear,Low,15,89.32,93.08,3.76,0
5.85,12,17,6,High,Clear,Medium,11,42.4,59.09,16.69,1
11.75,35,20,7,High,Clear,Medium,21,89.0,103.88,14.88,0
5.23,15,21,7,Low,Clear,Low,16,42.92,51.22,8.3,0
9.63,13,18,6,Medium,Clear,Medium,16,58.52,70.27,11.75,1
1.48,24,7,11,Medium,Clear,Medium,15,36.92,46.89,9.97,1
6.89,26,24,3,Medium,Storm,Low,19,60.56,84.11,23.55,1
9.72,15,16,8,Low,Clear,Low,12,60.88,66.11,5.23,0
11.13,9,16,1,Medium,Clear,High,22,60.52,82.78,22.26,1
9.96,17,9,10,Medium,Clear,Medium,8,63.84,72.27,8.43,0
0.93,21,0,4,Low,Clear,Medium,8,31.72,39.3,7.58,1
4.79,6,16,4,Medium,Clear,Medium,15,32.16,44.41,12.25,1
1.06,7,10,2,Low,Storm,Medium,20,18.24,35.74,17.5,1
1.76,33,19,6,High,Clear,Medium,8,47.04,67.77,20.73,1
8.27,6,10,5,Low,Clear,Medium,18,46.08,49.21,3.13,0
8.7,17,29,11,Low,Storm,Low,13,58.8,69.13,10.33,0
9.4,28,20,2,Low,Clear,Low,8,72.6,84.59,11.99,0
10.45,15,13,5,Medium,Clear,Low,13,63.8,68.94,5.14,0
9.0,20,21,10,Medium,Clear,Medium,17,63.0,75.07,12.07,0
9.71,7,19,9,Low,Clear,Medium,17,52.84,63.27,10.43,0
1.06,29,18,9,Low,Storm,Medium,20,40.24,52.09,11.85,1
3.2,24,17,6,Medium,Clear,Medium,22,43.8,54.12,10.32,1
7.65,31,27,10,Low,Rain,High,8,68.6,86.97,18.37,1
10.37,31,9,3,Low,Clear,Low,20,79.48,86.64,7.16,0
0.55,15,12,9,High,Rain,Medium,8,24.2,42.24,18.04,1
6.42,6,7,7,Low,Rain,Medium,22,38.68,50.86,12.18,1
8.29,15,17,4,Medium,Rain,Medium,19,55.16,70.37,15.21,1
0.84,9,29,3,Low,Rain,Medium,22,19.36,35.95,16.59,1
5.12,21,18,6,Medium,Clear,Low,9,48.48,59.38,10.9,1
10.8,9,6,1,Medium,Clear,High,9,59.2,81.36,22.16,1
8.22,33,27,8,Low,Clear,Medium,22,72.88,83.92,11.04,0
3.23,23,23,3,Medium,Clear,High,12,42.92,60.72,17.8,1
10.31,12,13,5,High,Clear,Medium,13,60.24,78.3,18.06,1
4.5,33,4,3,Medium,Clear,High,12,58.0,74.14,16.14,1
10.31,28,12,6,Low,Rain,Low,10,76.24,80.15,3.91,0
3.94,18,24,5,Low,Rain,Medium,9,40.76,52.0,11.24,1
7.29,9,17,3,High,Storm,Low,10,45.16,70.94,25.78,1
5.06,15,5,10,Low,Clear,Low,20,42.24,46.98,4.74,0
3.66,23,4,9,Low,Rain,Low,8,44.64,49.2,4.56,0
10.7,28,29,5,Low,Rain,Medium,21,77.8,88.04,10.24,0
2.66,13,13,1,Medium,Storm,Medium,11,30.64,54.22,23.58,1
1.48,28,20,10,Low,Rain,Medium,17,40.92,50.83,9.91,1
4.43,13,10,8,Low,Clear,Medium,11,37.72,40.03,2.31,0
8.75,12,2,7,Medium,Clear,Low,21,54.0,56.97,2.97,0
9.79,18,12,7,Low,Storm,Medium,8,64.16,77.07,12.91,1
11.99,9,20,1,Low,Clear,Medium,18,63.96,78.12,14.16,1
3.91,17,10,6,Medium,Rain,Low,22,39.64,50.09,10.45,1
5.19,16,18,3,Low,Rain,Medium,14,43.76,55.88,12.12,1
2.07,13,13,8,High,Rain,Medium,14,28.28,41.94,13.66,1
7.11,29,10,11,Low,Rain,Medium,10,64.44,69.07,4.63,0
11.97,15,7,6,Medium,Rain,Medium,21,69.88,81.24,11.36,0
8.56,26,7,7,Medium,Rain,Medium,22,67.24,77.47,10.23,0
7.34,27,7,8,Low,Clear,Medium,15,63.36,65.29,1.93,0
5.01,25,21,11,Low,Clear,High,18,52.04,67.16,15.12,1
11.03,13,10,1,Medium,Clear,Low,19,64.12,79.78,15.66,1
6.21,30,22,4,Low,Clear,Medium,13,61.84,71.12,9.28,0
2.05,12,9,3,Low,Rain,High,8,27.2,43.47,16.27,1
4.7,13,9,8,High,Rain,High,9,38.8,60.07,21.27,1
1.27,32,27,5,Medium,Clear,Medium,21,44.08,53.97,9.89,1
2.82,15,26,9,High,Clear,Low,19,33.28,50.54,17.26,1
0.7,26,12,6,Low,Clear,Medium,9,35.8,42.9,7.1,0
5.71,6,8,11,Low,Rain,High,20,35.84,43.49,7.65,1
7.8,24,21,9,Medium,Clear,Medium,21,62.2,73.85,11.65,0
4.45,31,2,1,Low,Clear,Low,16,55.8,64.87,9.07,0
5.33,26,13,11,Low,Clear,Low,14,54.32,56.28,1.96,0
11.53,23,17,11,Low,Clear,Medium,22,76.12,86.71,10.59,0
9.15,31,20,1,Low,Clear,Medium,21,74.6,93.58,18.98,1
6.72,14,3,5,Medium,Rain,High,13,47.88,61.72,13.84,1
3.77,16,0,11,Low,Rain,Medium,15,38.08,43.63,5.55,0
10.82,7,8,10,High,Clear,Medium,22,57.28,71.2,13.92,1
3.2,26,3,6,Low,Clear,Low,21,45.8,45.18,-0.62,0
4.24,27,15,6,Low,Clear,Medium,17,50.96,55.12,4.16,0
10.95,28,27,1,Low,Clear,Medium,17,78.8,96.21,17.41,1
6.59,28,8,7,Medium,Clear,Low,19,61.36,70.88,9.52,0
9.04,8,13,8,High,Clear,Medium,12,51.16,69.86,18.7,1
7.29,25,6,4,Medium,Clear,Low,21,61.16,69.94,8.78,0
8.01,28,1,4,Low,Rain,High,12,67.04,74.43,7.39,0
3.94,11,21,10,Low,Clear,Low,20,33.76,34.23,0.47,0
3.28,19,7,5,Medium,Rain,Medium,20,39.12,52.65,13.53,1
4.21,33,16,3,Low,Clear,Medium,12,56.84,70.28,13.44,1
2.29,17,20,5,Medium,Clear,Low,20,33.16,42.27,9.11,1
10.55,28,25,6,Low,Clear,Medium,21,77.2,84.59,7.39,0
3.76,21,5,3,Low,Clear,High,15,43.04,57.74,14.7,1
6.96,25,17,7,Low,Clear,Medium,16,59.84,67.75,7.91,0
9.61,24,27,10,Low,Rain,Medium,15,69.44,83.11,13.67,0
9.51,25,14,9,High,Rain,High,8,70.04,89.13,19.09,1
5.54,29,1,3,Medium,Clear,High,16,58.16,74.05,15.89,1
5.98,33,7,6,High,Clear,High,18,63.92,85.87,21.95,1
11.94,14,23,6,Medium,Clear,Medium,16,68.76,81.41,12.65,0
8.26,33,23,8,Low,Rain,Medium,15,73.04,85.54,12.5,0
9.87,24,9,9,Medium,Clear,Medium,15,70.48,79.35,8.87,0
10.88,23,5,6,Low,Clear,Medium,16,73.52,77.73,4.21,0
9.56,15,8,4,Medium,Rain,Medium,21,60.24,76.65,16.41,1
2.63,17,7,8,Low,Rain,High,14,34.52,44.58,10.06,1
6.96,25,22,2,High,Clear,Medium,11,59.84,81.7,21.86,1
1.67,16,25,8,Medium,Clear,High,8,29.68,44.72,15.04,1
8.01,13,1,10,Medium,Clear,High,21,52.04,63.29,11.25,1
11.49,30,22,8,Medium,Clear,Medium,10,82.96,91.14,8.18,0
6.4,17,22,5,Medium,Clear,Low,14,49.6,59.46,9.86,0
5.48,24,18,10,Medium,Rain,High,19,52.92,70.19,17.27,1
0.91,5,26,6,Medium,Clear,Low,10,15.64,26.55,10.91,1
11.54,7,1,6,Low,Rain,Medium,11,60.16,62.12,1.96,0
1.68,31,20,10,Medium,Clear,Low,17,44.72,54.44,9.72,1
0.97,9,3,3,Low,Rain,Low,17,19.88,30.15,10.27,1
3.33,29,26,9,Medium,Clear,Low,11,49.32,59.4,10.08,1
1.25,32,14,8,Medium,Clear,Low,16,44.0,50.86,6.86,0
5.73,19,2,6,Low,Clear,High,18,48.92,58.05,9.13,0
6.44,32,22,1,Medium,Clear,Low,11,64.76,83.7,18.94,1
4.09,18,22,9,Medium,Clear,Low,14,41.36,50.81,9.45,1
1.09,34,13,3,Medium,Clear,Medium,12,45.36,60.16,14.8,1
1.78,12,9,10,Medium,Rain,High,22,26.12,45.23,19.11,1
4.92,18,0,9,Medium,Rain,Medium,13,44.68,56.2,11.52,1
1.2,17,27,4,Medium,Clear,Medium,20,28.8,41.6,12.8,1
8.53,29,5,5,Low,Clear,Low,21,70.12,73.65,3.53,0
2.88,6,25,1,Low,Clear,High,10,24.52,44.27,19.75,1
3.97,30,17,6,Medium,Clear,Medium,22,52.88,63.35,10.47,0
5.03,5,20,1,Low,Clear,High,8,32.12,51.33,19.21,1
5.29,14,20,11,Low,Clear,Medium,13,42.16,51.1,8.94,1
0.52,23,25,8,Low,Clear,High,10,32.08,47.58,15.5,1
1.79,9,1,3,Low,Clear,Medium,8,23.16,30.41,7.25,1
10.42,20,29,9,High,Clear,Medium,16,68.68,90.94,22.26,1
0.51,35,1,1,Low,Clear,Medium,17,44.04,55.57,11.53,1
6.34,30,29,7,Low,Clear,Low,16,62.36,70.96,8.6,0
6.13,5,7,2,High,Rain,High,14,36.52,64.32,27.8,1
4.33,23,25,1,High,Clear,Medium,19,47.32,72.34,25.02,1
5.46,23,2,3,Low,Clear,High,15,51.84,67.08,15.24,1
9.48,7,13,4,High,Rain,Medium,16,51.92,71.34,19.42,1
10.17,25,16,8,Low,Clear,High,14,72.68,81.57,8.89,0
3.49,21,28,10,Medium,Clear,Medium,11,41.96,52.05,10.09,1
4.21,26,3,9,Low,Clear,High,17,49.84,59.97,10.13,1
3.29,14,1,9,Low,Clear,Low,20,34.16,37.37,3.21,0
6.02,12,19,7,Low,Clear,Medium,12,43.08,50.63,7.55,0
8.36,27,1,5,Medium,Rain,Low,14,67.44,72.67,5.23,0
3.12,27,23,3,Low,Clear,Medium,21,46.48,58.07,11.59,1
4.3,10,1,11,Medium,Clear,Medium,11,34.2,40.79,6.59,0
11.2,11,29,6,Medium,Clear,High,14,62.8,77.54,14.74,1
